contig	gi	accession	locus	locus name	locus symbol	activity	alias	description	keywords	organism	pubmed_ids	chromosome	mol_type	marker	allele	comments
singlet	76573304	DQ200364	DQ200364	syntaxin	DQ200364			Solanum tuberosum clone 054F04 syntaxin-like protein mRNA, complete cds.		potato			mRNA|			
singlet	76573302	DQ200363	DQ200363	hydroxycinnamoyl CoA quinate	DQ200363	hydroxycinnamoyl CoA quinate		Solanum tuberosum clone 054F02 hydroxycinnamoyl-CoA quinate-like protein mRNA, complete cds.		potato			mRNA|			
singlet	76573300	DQ200362	DQ200362	x				Solanum tuberosum clone 054E02 unknown mRNA.		potato			mRNA|			
singlet	76573298	DQ200361	DQ200361	x				Solanum tuberosum clone 054D08 unknown mRNA.		potato			mRNA|			
singlet	76573294	DQ200359	DQ200359	x				Solanum tuberosum clone 054C03 unknown mRNA.		potato			mRNA|			
singlet	71067059	AB219071	AB219071	StPCL1	stpcl1		StPCL1|StPCL1|	Solanum tuberosum StPCL1 mRNA, complete cds.		potato	16164597|		mRNA|			
singlet	76161013	DQ191669	DQ191669	ribosomal protein S6	DQ191669			Solanum tuberosum ribosomal protein S6-like protein mRNA, complete cds.	HTC	potato			mRNA|			
singlet	76161009	DQ191667	DQ191667	Drm3	DQ191667			Solanum tuberosum Drm3-like protein mRNA, complete cds.	HTC	potato			mRNA|			
singlet	76161007	DQ191666	DQ191666	DQ191666 glycoprotein	DQ191666			Solanum tuberosum glycoprotein-like protein mRNA, complete cds.	HTC	potato			mRNA|			
singlet	76161005	DQ191665	DQ191665	x				Solanum tuberosum unknown mRNA.	HTC	potato			mRNA|			
singlet	76161001	DQ191663	DQ191663	x				Solanum tuberosum unknown mRNA.	HTC	potato			mRNA|			
singlet	76160991	DQ191658	DQ191658	NADPH quinone oxidoreductase	DQ191658			Solanum tuberosum NADPH quinone oxidoreductase-like protein mRNA, complete cds.	HTC	potato			mRNA|			
singlet	76160985	DQ191655	DQ191655	cystatin	DQ191655			Solanum tuberosum cystatin-like protein mRNA, complete cds.	HTC	potato			mRNA|			
singlet	76160977	DQ191651	DQ191651	x				Solanum tuberosum unknown mRNA.	HTC	potato			mRNA|			
singlet	76160975	DQ191650	DQ191650	x				Solanum tuberosum unknown mRNA.	HTC	potato			mRNA|			
singlet	76160971	DQ191648	DQ191648	x				Solanum tuberosum unknown mRNA.	HTC	potato			mRNA|			
singlet	76160969	DQ191647	DQ191647	fructokinase 2	DQ191647	fructokinase		Solanum tuberosum fructokinase 2-like protein mRNA, complete cds.	HTC	potato			mRNA|			
singlet	76160967	DQ191646	DQ191646	x				Solanum tuberosum unknown mRNA.	HTC	potato			mRNA|			
singlet	76160965	DQ191645	DQ191645	x				Solanum tuberosum unknown mRNA.	HTC	potato			mRNA|			
singlet	76160959	DQ191642	DQ191642	beta alanine synthase	DQ191642	beta alanine synthase		Solanum tuberosum beta-alanine synthase-like protein mRNA, complete cds.	HTC	potato			mRNA|			
singlet	76160953	DQ191639	DQ191639	x				Solanum tuberosum unknown mRNA.	HTC	potato			mRNA|			
singlet	76160948	DQ191637	DQ191637	x				Solanum tuberosum unknown mRNA.	HTC	potato			mRNA|			
singlet	76160944	DQ191635	DQ191635	serine/threonine protein kinase SAPK8	DQ191635	serine/threonine protein kinase		Solanum tuberosum serine/threonine protein kinase SAPK8-like protein mRNA, complete cds.	HTC	potato			mRNA|			
singlet	76160942	DQ191634	DQ191634	x				Solanum tuberosum unknown mRNA.	HTC	potato			mRNA|			
singlet	76160940	DQ191633	DQ191633	60s acidic ribosomal protein	DQ191633			Solanum tuberosum 60s acidic ribosomal protein-like protein mRNA, complete cds.	HTC	potato			mRNA|			
singlet	76160934	DQ191630	DQ191630	x				Solanum tuberosum unknown mRNA.	HTC	potato			mRNA|			
singlet	76160930	DQ191628	DQ191628	x				Solanum tuberosum unknown mRNA.	HTC	potato			mRNA|			
singlet	76160922	DQ191624	DQ191624	x				Solanum tuberosum unknown mRNA.	HTC	potato			mRNA|			
singlet	74474914	AB206785	AB206785	dual specificity protein tyrosine phosphatase 1	stdsptp1	tyrosine phosphatase	StDsPTP1|StDsPTP1|	Solanum tuberosum StDsPTP1 mRNA for dual specificity protein tyrosine phosphatase 1, complete cds.		potato			mRNA|			
singlet	74474912	AB206784	AB206784	MAP kinase phosphatase 1	AB206784	MAP kinase phosphatase	StMKP1|StMKP1|	Solanum tuberosum StMKP1 mRNA for MAP kinase phosphatase 1, complete cds.		potato			mRNA|			
singlet	74474910	AB206783	AB206783	protein phosphatase 2C	stp2c	protein phosphatase	StP2C|StP2C|	Solanum tuberosum StP2C mRNA for protein phosphatase 2C, complete cds.		potato			mRNA|			
singlet	74355984	AB206552	AB206552	MAP kinase StWIPK	stwipk	MAP kinase	StWIPK|StWIPK|	Solanum tuberosum StWIPK mRNA for MAP kinase, complete cds.		potato			mRNA|			
singlet	73587483	AM075834	AM075834	beclin 1 protein (atg6 gene)	atg6		atg6|atg6|atg6|atg6|	Solanum tuberosum mRNA for beclin 1 protein (atg6 gene).	atg6 gene; beclin 1 protein	potato			mRNA|			
singlet	21535794	AJ319874	AJ319874	aspartate carbamoyltransferase	pyrb	aspartate carbamoyltransferase	pyrB|pyrB|	Solanum tuberosum mRNA for aspartate carbamoyltransferase (pyrB gene).	aspartate carbamoyltransferase; pyrB gene	potato	16024685|		mRNA|			
singlet	21482	Z11679	Z11679	Z11679 induced stolon tip protein	Z11679			S.tuberosum mRNA for induced stolon tip protein (partial).		potato	1450379|		mRNA|			
singlet	71089842	DQ118109	DQ118109	plastid division regulator MinD	DQ118109			Solanum tuberosum plastid division regulator MinD mRNA, complete cds; nuclear gene for plastid product.		potato			mRNA|			
singlet	71142985	AB200918	AB200918	hsr203J	hsr203J		hsr203J|hsr203J|	Solanum tuberosum hsr203J mRNA for hsr203J, complete cds.		potato			mRNA|			
singlet	71025384	DQ111027	DQ111027	flowering locus T gene	DQ111027			Solanum tuberosum flowering locus T gene, partial cds.		potato			genomic DNA|			
singlet	70663511	AM048828	AM048828	sialyltransferase (v3 gene)	v3	sialyltransferase	v3|v3|v3|v3|	Solanum tuberosum mRNA for sialyltransferase-like protein (v3 gene).	sialyltransferase-like protein; v3 gene	potato			mRNA|			
singlet	63056349	AY960859	AY960859	AY960859 PVM resistance	AY960859			Solanum tuberosum clone I/28 PVM resistance marker.		potato		11	genomic DNA|			
singlet	68124014	AM040153	AM040153	DNA-directed RNA polymerase	rpb1	DNA-directed RNA polymerase	RPB1|RPB1|	Solanum tuberosum nucleomorph partial mRNA for DNA-directed RNA polymerase (RPB1 gene).	DNA-directed RNA polymerase; RPB1 gene	potato			mRNA|			
singlet	68131814	DQ006812	DQ006812	pyridoxal kinase	DQ006812	pyridoxal kinase		Solanum tuberosum pyridoxal kinase mRNA, complete cds.		potato			mRNA|			
singlet	21580	X62494	X62494	X62494 TATA binding protein	X62494	TATA binding protein		S.tuberosum mRNA for TATA-binding protein.	TATA-binding protein; transcription factor TFIID	potato	1377967|		mRNA|			
singlet	67043516	DQ066722	DQ066722	subtilisin-like serine protease	DQ066722	serine protease		Solanum tuberosum subtilisin-like serine protease gene, partial cds.		potato			genomic DNA|			
singlet	21582	X67846	X67846	threonine deaminase	X67846	threonine deaminase		S.tuberosum Td mRNA for threonine deaminase.	threonine deaminase	potato	1392612|		mRNA|			
singlet	21440	X67844	X67844	cysteine proteinase inhibitor	cycpin	cysteine proteinase inhibitor	cys-pin|cys-pin|cys-pin|	S.tuberosum Cys-pin mRNA for cysteine proteinase inhibitor.	cysteine proteinase inhibitor	potato	1392612|		mRNA|			
singlet	11761902	AF302113	AF302113	glutamine synthetase GS2	gln2	gln	gln|gln|	Solanum tuberosum glutamine synthetase GS2 (gln) mRNA, partial cds; nuclear gene for plastid product.		potato	15642719|		mRNA|			
singlet	22549340	AJ506751	AJ506751	APS reductase	apsr1	APS reductase	apsr1|apsr1|	Solanum tuberosum partial mRNA for APS reductase (apsr1 gene).	APS-reductase; apsr1 gene	potato	15805476|		mRNA|			
singlet	11907975	AF309643	AF309643	high affinity sulfate transporter type 1	st1	sulfate transporter	ST1|ST1|	Solanum tuberosum high affinity sulfate transporter type 1 (ST1) mRNA, complete cds.		potato	15805476|		mRNA|			
singlet	63028789	DQ010328	DQ010328	alfin-like transcription factor	fin1		fin1|fin1|	Solanum tuberosum putative alfin-like transcription factor (fin1) mRNA, complete cds.		potato			mRNA|			
singlet	63087751	AJ969063	AJ969063	glycosyltransferase (pglcat8 gene)	AJ969063	glycosyltransferase	pglcat8|pglcat8|	Solanum tuberosum mRNA for glycosyltransferase (pglcat8 gene).	glycosyltransferase; pglcat8 gene	potato			mRNA|			
singlet	963080	X67053	X67053	X67053 phosphoenolpyruvate carboxylase	ppc	phosphoenolpyruvate carboxylase	ppc|ppc|ppc|	S.tuberosum ppc mRNA for phosphoenolpyruvate carboxylase.	phosphoenolpyruvate carboxylase; ppc gene	potato	8251640|		mRNA|			
singlet	62912430	DQ001745	DQ001745	x			trnI|trnI|trnA|trnA|	Solanum tuberosum voucher P.M. McNutt 010 (FLDCI) 16S ribosomal RNA gene, partial sequence; tRNA-Ile (trnI) and tRNA-Ala (trnA) genes, complete sequence; and 23S ribosomal RNA gene, partial sequence; chloroplast.		potato			genomic DNA|			
singlet	55792843	AY643733	AY643733	AY643733 MADS16	AY643733	transcription factor	MADS16|MADS16|	Solanum tuberosum MADS16 (MADS16) mRNA, complete cds.		potato	15824316|		mRNA|			
singlet	60279271	X94305	X94305	X94305 POM30	pom30		pom30|pom30|	S.tuberosum mRNA for POM30 protein.	pom30 gene	potato			mRNA|			
singlet	60279269	X94304	X94304	X94304 POM14	pom14		pom14|pom14|	S.tuberosum mRNA for POM14 protein.	pom14 gene	potato			mRNA|			
singlet	5738863	X92486	X92486	NADP isocitrate dehydrogenase	icdh2		ICDH-2|ICDH-2|	S.tuberosum mRNA for NADP-isocitrate dehydrogenase.	ICDH-2 gene; isocitrate dehydrogenase (NADP+)	potato			mRNA|			
singlet	5327262	Y18312	Y18312	major intrinsic protein 2	mip2		MIP2|MIP2|	Solanum tuberosum mRNA for major intrinsic protein 2.	major intrinsic protein; MIP2 gene	potato			mRNA|			
singlet	4107275	X98506	X98506	acetyl CoA synthetase	acs	acetyl CoA synthetase	acs|acs|	S.tuberosum mRNA for acetyl-CoA synthetase.	acetyl-CoA synthetase; acs gene	potato			mRNA|			
singlet	3766534	Y11687	Y11687	14-3-3 protein, isolate 34G	34g		34G|34G|	Solanum tuberosum mRNA for 14-3-3 protein, isolate 34G.	14-3-3 protein	potato			mRNA|			
singlet	3319773	Y16228	Y16228	TOM7	tom7	translocase	tom7|tom7|	Solanum tuberosum mRNA for TOM7 protein.	7 kDa protein; outer mitochondrial membrane; tom7 gene; TOM7; protein; translocase	potato	9642296|		mRNA|			
singlet	3087887	X94302	X94302	X94302 hexokinase	hxk	hexokinase	hxk|hxk|	S.tuberosum mRNA for hexokinase.	hexokinase; hxk gene	potato			mRNA|			
singlet	2916725	Y11686	Y11686	14-3-3 protein, isolate 30G	30g		30G|30G|	Solanum tuberosum mRNA for 14-3-3 protein, isolate 30G.	14-3-3 protein	potato			mRNA|			
singlet	2853040	X93564	X93564	X93564 phosphoinositide specific phospholipase C	plc1	phospholipase C	PLC1|PLC1|	S.tuberosum mRNA for phosphoinositide-specific phospholipase C.	1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase; phosphoinositide-specific phospholipase C; PLC1 gene	potato	9449844|		mRNA|			
singlet	2853038	X94289	X94289	X94289 phosphoinositide-specific phospholipase C	plc3	phospholipase C	plc3|plc3|	S.tuberosum mRNA for phosphoinositide-specific phospholipase C.	phosphoinositide-specific phospholipase C; plc3 gene	potato	9449844|		mRNA|			
singlet	2853036	X94183	X94183	X94183 phosphoinositide specific phospholipase C	plc2	phospholipase C	plc2|plc2|	S.tuberosum mRNA for phosphoinositide-specific phospholipase C.	phosphoinositide-specific phospholipase C; plc2 gene	potato	9449844|		mRNA|			
singlet	2582821	Y09987	Y09987	chloroplast drought-induced stress protein	cdsp32			Solanum tuberosum mRNA for CDSP 32.	CDSP32 protein; chloroplast drought-induced stress protein; drought-induced protein; stress protein	potato			mRNA|			
singlet	2225998	Y09818	Y09818	inward rectifying K+ channel SKT3	skt3		SKT3|SKT3|	Solanum tuberosum partial mRNA for putative inward rectifying K+ channel SKT3.	potassium channel; SKT3 gene	potato	9202139|		mRNA|			
singlet	2145472	X97012	X97012	aconitase/aconitate hydratase	X97012	aconitase/aconitate hydratase		S.tuberosum mRNA for aconitase/aconitate hydratase.	aconitate hydratase	potato			mRNA|			
singlet	1888458	Y11685	Y11685	14-3-3 protein, isolate 16R	16R		16R|16R|	Solanum tuberosum mRNA for 14-3-3 protein, isolate 16R.	14-3-3 protein	potato			mRNA|			
singlet	1781347	Y10380	Y10380	plastidic aldolase	Y10380	plastidic aldolase		Solanum tuberosum partial mRNA for protein homologous to plastidic aldolase.	open reading frame; plastidic aldolases	potato			mRNA|			
singlet	1658321	Z50099	Z50099	transketolase	Z50099	transketolase		S.tuberosum mRNA for transketolase.	transketolase	potato			mRNA|			
singlet	1524369	X92491	X92491	protein import receptor; tom20 gene	tom20	protein import receptor	tom20|tom20|	S.tuberosum mRNA for TOM20 protein.	protein import receptor; tom20 gene	potato	8696363|		mRNA|			
singlet	1495803	X96406	X96406	X96406 13 lipoxygenase	X96406	lipoxygenase		S.tuberosum mRNA for 13-lipoxygenase, clone H3.	lipoxygenase	potato	8702864|		mRNA|			
singlet	1495801	X96405	X96405	X96405 13 lipoxygenase	X96405	lipoxygenase		S.tuberosum mRNA for 13-lipoxygenase, clone H1.	lipoxygenase	potato	8702864|		mRNA|			
singlet	1488651	X91615	X91615	fumarase	fum1	fumarase	fum1|fum1|	S.tuberosum mRNA for fumarase.	fum1 gene; fumarase	potato			mRNA|			
singlet	1321994	X97762	X97762	pectin methylesterase 1	bpe1	pectin methylesterase	BPE1|BPE1|	S.tuberosum mRNA BPE1 for pectin methylesterase.	BPE1 gene; pectin methylesterase	potato			mRNA|			
singlet	1279748	Z71248	Z71248	x			rpl2|rpl2|rps19|rps19|rps19|	Solanum tuberosum chloroplast JLB region, 1-319bp.	rpl2 gene; rps19 gene	potato	8804393|		genomic DNA|			
singlet	1197384	X83923	X83923	X83923 glucose-6-phosphate dehydrogenase	X83923	glucose-6-phosphate dehydrogenase		S.tuberosum mRNA for glucose-6-phosphate dehydrogenase.	g6pdh gene; glucose-6-phosphate dehydrogenase	potato	8539293|		mRNA|			
singlet	1050839	Z49990	Z49990	U1snRNP-specific protein (U1A)	u1a			S.tuberosum mRNA for U1snRNP-specific protein (U1A).	spliceosome; U1A	potato	7556097|		mRNA|			
singlet	1039356	X92178	X92178	flavonol synthase	X92178	flavonol synthase		S.tuberosum mRNA for flavonol synthase.	flavonol synthase	potato	9025306|		mRNA|			
singlet	1039354	X92179	X92179	X92179 alcohol dehydrogenase	X92179	alcohol dehydrogenase		S.tuberosum mRNA for alcohol dehydrogenase.	alcohol dehydrogenase	potato			mRNA|			
singlet	668984	X84319	X84319	NADH ubiquinone oxidoreductase	tyky1	NADH ubiquinone oxidoreductase	TYKY1|TYKY1|TYKY1|TYKY1|TYKY1|	S.tuberosum TYKY1 mRNA for NADH:ubiquinone oxidoreductase.	complex I; NADH dehydrogenase; NADH ubiquinone oxidoreductase; TYKY1 gene	potato	9037104|		mRNA|			
singlet	587565	X80237	X80237	beta 1 subunit; mitochondrial processing peptidase	X80237	peptidase	MPP|MPP|	S.tuberosum mRNA for beta-I MPP.	beta I subunit; mitochondrial processing peptidase; MPP gene	potato	7770538|		mRNA|			
singlet	587563	X80235	X80235	beta I2 subunit; mitochondrial processing peptidase	X80235		MPP|MPP|	S.tuberosum mRNA for beta-II MPP.	beta II subunit; mitochondrial processing peptidase; MPP gene	potato	7770538|		mRNA|			
singlet	587561	X80236	X80236	alpha 2 subunit; mitochondrial processing peptidase	X80236		MPP|MPP|	S.tuberosum mRNA for alpha-II MPP.	alpha II subunit; mitochondrial processing peptidase; MPP gene	potato	7816032|		mRNA|			
singlet	517487	X75638	X75638	NADP dependent isocitrate dehydrogenase	icdh1	isocitrate dehydrogenase	icdh-1|icdh-1|icdh-1|	S.tuberosum  mRNA for NADP-dependent isocitrate dehydrogenase.	isocitrate dehydrogenase (NADP+)	potato			mRNA|			
singlet	511064	X67508	X67508	X67508 deficiens analogue	def2	MADS-box protein; transcriptional activator	def2|def2|def2|	S.tuberosum def4 mRNA for deficiens analogue (clone pd4).	def4 gene; deficiens; MADS-box protein; transcriptional activator	potato	7903890|		mRNA|			
singlet	483509	X75082	X75082	mitochondrial citrate synthase	X75082	citrate synthase		S.tuberosum mRNA for mitochondrial citrate-synthase.	mitochondrial citrate synthase	potato	7580855|		mRNA|			
singlet	479089	X79053	X79053	X79053 ATP sulphurylase	met32	ATP sulphurylase	met3-2|met3-2|	S. tuberosum met3-2 mRNA for ATP-sulfate adenylyltransferase.	ATP sulphurylase; MET3 gene	potato	7920699|		mRNA|			
singlet	471342	X75041	X75041	X75041 ATP sulphurylase	met31		Stmet3-1|Stmet3-1|	S.tuberosum mRNA for ATP-sulfurylase.	ATP sulphurylase; Stmet3-1 gene	potato	7920699|		mRNA|			
singlet	440590	X76946	X76946	fructose-1,6-bisphosphatase	cyf1	fructose-1,6-bisphosphatase	cy-F1|cy-F1|	S.tuberosum cy-F1 mRNA for cytosolic fructose-1,6-biphosphatase.	fructose-1,6-bisphosphatase	potato	8653116|		mRNA|			
singlet	438248	Z23023	Z23023	Z23023 malate dehydrogenase	Z23023	malate dehydrogenase		S.tuberosum mRNA for precursor of the mitochondrial NAD+-dependent malic enzyme (malate dehydrogenase).	malate dehydrogenase; malic enzyme	potato	8106447|		mRNA|			
singlet	438246	Z25863	Z25863	glycine hydroxymethyltransferase; serine hydroxymethyltransferase	Z25863	glycine hydroxymethyltransferase; serine hydroxymethyltransferase		S.tuberosum mRNA for glycine hydroxymethyltransferase.	glycine hydroxymethyltransferase; serine hydroxymethyltransferase	potato	7870818|		mRNA|			
singlet	438130	Z23002	Z23002	malic enzyme; NAD-dependent	Z23002			S.tuberosum mitochondrial gene for the 59kDa subunit of the NAD+-dependent malic enzyme.	malic enzyme; NAD-dependent	potato	8106447|		mRNA|			
singlet	435002	X76536	X76536	X76536 ATPase; proton pump	pha1		PHA1|PHA1|	S.tuberosum L. (Desiree) PHA1 mRNA.	ATPase; pha1 gene; proton pump; transmembrane protein	potato	8000010|		mRNA|			
singlet	435000	X76535	X76535	X76535 ATPase; proton pump	pha2		PHA2|PHA2|	S.tuberosum L. (Desiree) PHA2 mRNA.	ATPase; pha1 gene; proton pump; transmembrane protein	potato	8000010|	7	mRNA|			
singlet	396807	X74461	X74461	X74461 ADP-ribosylation factor 1	X74461			S.tuberosum mRNA for ADP-ribosylation factor 1.	ADP-ribosylation factor 1	potato			mRNA|			
singlet	313348	X73684	X73684	starch phosphorylase	stp1	starch phosphorylase	STP-1|STP-1|	S.tuberosum mRNA for leaf type L starch phosphorylase.	starch phosphorylase; STP1 gene	potato	7894019|		mRNA|			
singlet	296691	X68664	X68664	X68664 4-alpha-glucanotransferase	dpep	4-alpha-glucanotransferase	dpeP|dpeP|dpeP|dpeP|	Solanum tuberosum mRNA for 4-alpha-glucanotransferase precursor (dpeP gene).	4-alpha-glucanotransferase; alpha-glucanotransferase; dpeP gene	potato	7678257|		mRNA|			
singlet	22642	X67310	X67310	beta-isopropylmalate dehydrogenase	X67310	beta-isopropylmalate dehydrogenase		S.tuberosum mRNA for beta-isopropylmalate dehydrogenase.	3-isopropylmalate dehydrogenase; beta-isopropylmalate; dehydrogenase; isopropylmalate dehydrogenase	potato	8437576|		mRNA|			
singlet	22575	X53688	X53688	X53688 pyruvate kinase	X53688			Potato mRNA for pyruvate kinase (cytosolic isozyme).	pyruvate kinase	potato	2102383|8436141|		mRNA|			
singlet	21609	Z11668	Z11668	Z11668 ubiquitin	Z11668			Solanum tuberosum mRNA for ubiquitin (partial).	ubiquitin	potato	1327270|		mRNA|			
singlet	21605	Z11673	Z11673	Z11673 ubiquitin	Z11673			S.tuberosum mRNA for ubiquitin (partial).	ubiquitin	potato	1327270|		mRNA|			
singlet	21603	Z11671	Z11671	Z11671 ubiquitin	Z11671			S.tuberosum mRNA for ubiquitin (partial).	ubiquitin	potato	1327270|		mRNA|			
singlet	21494	X67693	X67693	endochitinase; extracellular	sk2		SK2|SK2|SK2|SK2|	S.tuberosum mRNA for endochitinase.	endochitinase; extracellular; SK2 gene	potato	7765121|		mRNA|			
singlet	21492	X66284	X66284	X66284 mitochondrial processing peptidase	X66284		mpp|mpp|	S.tuberosum mRNA for mitochondrial processing peptidase.	mitochondrial processing peptidase; MPP gene; processing peptidase	potato	1324169|		mRNA|			
singlet	21480	Z11982	Z11982	Z11982 heat shock protein 70	Z11982		hsp70|hsp70|	S.tuberosum hsp70 gene encoding 70-kD heat shock protein (DK).	heat shock protein 70; hsp70 gene	potato			genomic DNA|			
singlet	21404	X57557	X57557	adenine nucleotide translocator protein	aac	ADP/ATP translocase	AAC|AAC|AAC|	adenine nucleotide translocator	ACC gene; adenine nucleotide translocator protein; ADP/ATP; translocase; mitochondrial inner membrane protein	potato	1302631|		mRNA|			
singlet	21393	X13180	X13180	X13180 proteinase inhibitor	X13180	proteinase inhibitor		Potato mRNA for tuber protein (p322), put. proteinase inhibitor.	proteinase inhibitor; tuber protein	potato			mRNA|			
singlet	62529076	AY974037	AY974037	x				Solanum tuberosum marker UBC864-800 genomic sequence.		potato	15448896|	11	genomic DNA|			
singlet	62465585	AY973255	AY973255	x				Solanum tuberosum SCG17-448 marker genomic sequence.		potato	12582505|	8	genomic DNA|			
singlet	57335855	AJ812327	AJ812327	x				Solanum tuberosum Ty-copia retrotransposon partial gene for reverse transcriptase, clone B18.	retrotransposon; reverse transcriptase	potato			genomic DNA|			
singlet	57335844	AJ812320	AJ812320	x				Solanum tuberosum Ty-copia retrotransposon partial gene for reverse transcriptase, clone B5.	retrotransposon; reverse transcriptase	potato			genomic DNA|			
singlet	57335828	AJ812310	AJ812310	x				Solanum tuberosum Ty-copia retrotransposon partial gene for reverse transcriptase, clone R21.	retrotransposon; reverse transcriptase	potato			genomic DNA|			
singlet	57335818	AJ812304	AJ812304	x				Solanum tuberosum Ty-copia retrotransposon partial gene for reverse transcriptase, clone R5.	retrotransposon; reverse transcriptase	potato			genomic DNA|			
singlet	57282313	AJ504728	AJ504728	bromodomain-containing RNA-binding protein 1	brp1		brp1|brp1|	Solanum tuberosum mRNA for bromodomain-containing RNA-binding protein 1 (brp1 gene).	bromodomain-containing RNA-binding protein 1; brp1 gene	potato			mRNA|			
singlet	45421749	AJ630505	AJ630505	jamyc2 gene; MYC transcription factor	jamyc2	MYC transcription factor	jamyc2|jamyc2|	Solanum tuberosum partial mRNA for MYC transcription factor (jamyc2 gene).	jamyc2 gene; MYC transcription factor	potato			mRNA|			
singlet	34787118	AJ556865	AJ556865	photosystem 1 reaction centre PSI-C subunit	psac		psaC|psaC|	Solanum tuberosum partial mRNA for putative photosystem I reaction centre PSI-C subunit (psaC gene).	photosystem I reaction centre PSI-C subunit; psaC gene	potato			mRNA|			
singlet	25815119	AJ439993	AJ439993	alcohol NADP+ oxidoreductase	drd1	alcohol NADP+ oxidoreductase	drd-1|drd-1|	Solanum tuberosum mRNA for alcohol NADP+ oxidoreductase (drd-1 gene).	alcohol NADP+ oxidoreductase; drd-1 gene	potato	12825698|		mRNA|			
singlet	21388549	AJ488944	AJ488944	mitochondrial NAD-dependent malate dehydrogenase	AJ488944	malate dehydrogenase	mMDH|mMDH|	Solanum tuberosum mRNA for putative mitochondrial NAD-dependent malate dehydrogenase (mMDH gene), clone cSTB36K15.	mitochondrial NAD-dependent malate dehydrogenase; mMDH gene	potato			mRNA|			
singlet	14485512	AJ401151	AJ401151	AJ401151 NAC domain protein; nac gene	AJ401151		nac|nac|	Solanum tuberosum mRNA for putative NAC domain protein (nac gene).	NAC domain protein; nac gene	potato	11516145|		mRNA|			
singlet	14485510	AJ401150	AJ401150	peroxidase; prx2 gene	prx2		prx2|prx2|	Solanum tuberosum mRNA for putative peroxidase (prx2 gene).	peroxidase; prx2 gene	potato	11516145|		mRNA|			
singlet	14275858	AJ318070	AJ318070	Ferredoxin-thioredoxin-reductase catalytic subunit B	ftrbpot	Ferredoxin-thioredoxin-reductase	ftrbpot|ftrbpot|ftrbpot|ftrbpot|	Solanum tuberosum mRNA for ferredoxin-thioredoxin-reductase catalytic subunit B (ftrbpot gene).	Ferredoxin-thioredoxin-reductase catalytic subunit B; ftrbpot gene	potato			mRNA|			
singlet	14275855	AJ318068	AJ318068	subunit A of ferredoxin-thioredoxin-reductase	ftrapot	ferredoxin thioredoxin reductase	ftrapot|ftrapot|ftrapot|ftrapot|ftrapot|	Solanum tuberosum mRNA for subunit A of ferredoxin-thioredoxin-reductase (ftrapot gene).	ftrapot gene; subunit A of ferredoxin-thioredoxin-reductase	potato			mRNA|			
singlet	14041723	AJ307031	AJ307031	ferredoxin 1	fed1		fed1|fed1|fed1|fed1|fed1|	Solanum tuberosum mRNA for ferredoxin I (fed1 gene).	fed1 gene; ferredoxin I	potato	14645726|		mRNA|			
singlet	12331297	AJ296346	AJ296346	cyp71D4 gene; cytochrome P450	cyp71d4	cytochrome P450	CYP71D4|CYP71D4|	Solanum tuberosum mRNA for cytochrome P450 (CYP71D4 gene).	cyp71D4 gene; cytochrome P450	potato			mRNA|			
singlet	10800977	AJ291455	AJ291455	Ga20 oxidase; ga20ox3 gene	ga20ox3	oxidase	ga20ox3|ga20ox3|	Solanum tuberosum partial mRNA for Ga20 oxidase (ga20ox3 gene).	Ga20 oxidase; ga20ox3 gene		9952473|		mRNA|			
singlet	10800973	AJ291453	AJ291453	Ga20 oxidase; ga20ox1 gene	ga20ox1	oxidase	ga20ox1|ga20ox1|	Solanum tuberosum mRNA for Ga20 oxidase (ga20ox1 gene).	Ga20 oxidase; ga20ox1 gene		9952473|		mRNA|			
singlet	10129809	AJ278988	AJ278988	isovaleryl-CoA dehydrogenase; ivd2 gene	ivd2		ivd2|ivd2|ivd2|ivd2|	Solanum tuberosum partial mRNA for isovaleryl-CoA dehydrogenase (ivd2 gene).	isovaleryl-CoA dehydrogenase; ivd2 gene	potato	11231285|		mRNA|			
singlet	10129807	AJ278987	AJ278987	isovaleryl-CoA dehydrogenase; ivd1 gene	ivd1		ivd1|ivd1|ivd1|ivd1|	Solanum tuberosum mRNA for isovaleryl-CoA dehydrogenase (ivd1 gene).	isovaleryl-CoA dehydrogenase; ivd1 gene	potato	11231285|		mRNA|			
singlet	8250623	AJ240054	AJ240054	phosphoglucomutase 1	pgm1	phosphoglucomutase	pgm I|pgm I|	Solanum tuberosum mRNA for cytosolic phosphoglucomutase.	cytostolic protein; pgm I gene; phosphoglucomutase	potato			mRNA|			
singlet	8250621	AJ240053	AJ240053	phosphoglucomutase 2	pgm2	phosphoglucomutase	pgm II|pgm II|pgm II|	Solanum tuberosum mRNA for plastidic phosphoglucomutase.	pgm II gene; phosphoglucomutase; plastidic protein	potato			mRNA|			
singlet	5824320	AJ012554	AJ012554	AJ012554 ATPase	AJ012554			Solanum tuberosum mRNA for ATPase.	ATPase	potato			mRNA|			
singlet	5777888	AJ245924	AJ245924	cysteine protease	cy		cyp|cyp|	Solanum tuberosum mRNA for cysteine protease (cyp gene).	CyP gene; cysteine protease	potato	10624019|		mRNA|			
singlet	4584502	AJ011885	AJ011885	AJ011885 starch branching enzyme 2	AJ011885	starch branching	sbe II|sbe II|sbe II|sbe II|sbe II|sbe II|	Solanum tuberosum mRNA for starch branching enzyme II, sequence SBE A-1.	SBEII gene; starch branching enzyme II	potato			mRNA|			
